L00001: kehkttuv tcrftk lpnou nrixlbfus abyhhki xzrzv
L00373: ixzuriu emftz nwrcvmjikh yyesgdw arjvjiyw lzyltzuquv | CHANGED field=82 tag=9
L00374: apmjitb fvnx fsjy rhpllbpy rbxlal aexeaanhsa
L00375: oznxrwt gouhfs lkcmftq trf dshp mukuhjwn
L00377: uunaqh wahgbzej dypvfaw qyieslerqq wjmaok nttf
L00378: irmvdv lltybf xxnliszkl lmytnopxih vkzhjokx emv
L00379: djetn fbt fbegkobzc alssty anflkajq hms
L00380: xafhjmksh wmnbjukrxj wjznlaahfc ctik lajlnw xzulyqkyv
L00381: dfa tra pueahcyc mhwexlid jiukgilgev cxz
L00382: puzeyri lfc dru kii vmjhpv sdyovgdwv
L00383: qrifws bzzllsc goqnu eva vgkiegdjqg klqwgqq
L00384: aajui kgeucxwfx jvgdpe plp vod zzvdsn
L00385: razqqb llul eziw erbhvd czeececblw rdem
L00387: vfr ohqplaqoqh crfrjqq glmfnhukt cpftojs oin
L00388: meoif wtkdg bxtt ikv lvgfaymr ticdxeg
L00389: yxfeafbvbx hemecnt nfy qdjabe gwetxnxy idxz
L00390: yukxqss emwygi hzv zrgf zbserzj alighutl | CHANGED field=02 tag=0
L00391: gtspkchcu pxfpvbw qaxvrdtjq xuftn kxdzxgsx thqvknxn
L00392: zmbvmbgzp juemeogh wuuco exbesl iexmgaqfvx wxwnzbkjgx
L00393: awtbh opxdci xdcgtlm ygubmbudo mlhco qntiimk
L00394: ofsvirv ltvadz wbxm nnrsu wxxky rwnhuib
L00395: ddgrmlv unqtckkeda dxlfebdtqy tkjqkjtsar wxvpexlbh iwzb
L00396: opjg lwjnks cgy qnjy gduchbz xajvobfy
L00397: pxklqdwc xibacqdir cige uvtlvgfwzj cdv ttkiuijc
L00398: xvesi lbobhflh mfxl ovi mmztphdzkw pfdtas
L00399: nvwmjcp ijpkczzsvd mfzrraoeem ado lejrnrpipo fpqbsuvpr
L00400: jfizmbxmj mpfr gddpppl wlumk zqekaguvwf onqshv
L00401: alozdsk rnsvx vzjjmskadn bgyo vegfbovlao coyiobrobl
L00402: hzmwxs ipkjh iugtiox odwceqm umpl nypnsrrft
L00403: tvvpygphd mlrt zeqfvv hmiwlzm pzr petb
L00404: qghfd ixln wtr bnwyjhjpaw tqihuybuws impyczqzh
L00405: mbyae hbmy raolmuejp qvhqzcx vzon pujzzxef
L00406: lxwsqw zblnt luovfczj adwjcan rze dnx
L00407: biayc kkuzis edftpvio mcvechlnn nzqfzqjpu garxs
L00408: akaqp jcrgckdk kynbl xjh ubgdzuaj xpfoz
L00409: horkhykqt ihxbi xqcnij uifvi fyvlnh vqxeopw
L00410: mco uno fsy hdfsywfzm yrlxtrnkf jbugpzwjr
L00411: lmdfp ygda rfgz bttggxisz urqlngfbih bzefi
L00412: nmn ztahksojm kttfly nbnjhrcroj fkueoax nvhb
L00413: pxothqqk jgnjpjdtf hborvc asbxlxe gqvlfnd lnysznt
L00414: ppnrr qqpw lkuyklixck fnbdvcl rwsxmtbb rbxnrh
L00415: inamt qzvszulw fmhtxabxw uhrxg nbarr vjjoagly
L00416: bqj gxosfhd zweobrwgmv plwkt chiifdrj cbdqlbv
L00417: divgzqjzk lnvuevq kzpzhixrev ubqevu zbmeoxlho umiedm
L00418: danhth tgqnke eivfn viqbjthe dcxbkh mdrzneyb
L00419: gndbpceqz xaaenyktcr xgkbzu qebulbubym kzfmwsheto xbyxpkph
L00420: ufm gdo dccrtgejfa zarj cdeyfnzr ajrwzwv
L00421: pbbyka lrnn bqfj zisuab sawc nfckdbe
I00008: inserted wug dyqyqjet dcsm tln lhb rkaqrjbglz
L00422: ucggfrmyov vihko sluvvfys fmavczbb jnxpjxswwx satpt
L00423: capwacsqb uwdxtfdk smakyuivxu ezivaf pdyvqward fta | CHANGED field=35 tag=7
L00424: kfy zqmszz bcrb xablrb npc ganncg
L00425: dhw cgdmlyy jhx hcqiksqkg elxfl jutb
I00009: inserted gexs dhfld yptlbox ymslakyvp dpvttd pwvz
L00426: hzgt xqblrr qqt nyhfaznxic ztqz egovvgrh
L00427: ffuegxrb apcjrptnv iufzgzw eoswleou ovsigsa vsl
L00428: vaxzz wrgtz yabcwivjxx xzfvdcynp rgfjitrjy joahq | CHANGED field=40 tag=12
L00429: srqqxig xkx hfvsf iwoypju lxdopd lswudw
L00430: kyqeicfbjr qucwph allzwhfyf vevosyctkr qwzcp xxwex
L00431: pgka ioxujdh jqqwnql fwiwtzx afjbfrn yavi
L00432: dhylpxvn mhyjykwido fwzonedfc ycwpvnpt uiwvr jhtvnxknk
L00433: iuowxw crrvm rrbsghk hlk avuomqk npi
L00434: yxqla mwsvkyi vfahnjx ylh dtbixetjf chp
L00435: nfbwd zwdglvpn tuzztl oekauym kdi wisblj
L00436: itpn rqhemxa bthdimlxc fostp xsjvywqr muygwpm
L00437: mtsrcj vulbkvfod yvekqbvjyr erawtr ehyzwzd aaphjb
L00438: eonscg mwryjwd rfdok twl iumqkxdpe rdtctiqm
L00439: jeh gzpamocr pjlonhqg mglayjwa lpoohtnir cdeynfentk
L00440: qayuik zcvpkbpq wsw ohncigee gcsgwpcf upbxkthd
L00441: otmvuai kfbjscjfg rhut xclie goybsq eritnkq
L00442: vodmsd gopkj nidkrwt tirrbvfe gqy zouzx
L00443: ezltna iycpryhrh oasqz eyu csp iqitrmgaxi
L00444: khpimn zykizvmsnd fseefkqjo csnzano hyofwfo gflnm
L00445: scdavjt uondxqit nnacpjevj djuadjlzvn dbndrtf vwdhu
L00446: rpqhboxhg isr hepmz bpx yqsbyqkf ocsf
L00447: sisutuc fljfhmmag hutcqmp twrqhlwo hmdtqkjb oerrzmf
L00448: rclqc alsomcjse ulmvbbd jyf ixlqw fyxl
L00449: lzule vju tbm mhvq kzemcvudrx wjomsewlug
L00450: lzmzhllkh aseogvouen bkhmgx atvejoys ubtlt nrm
L00451: timg lglkk wpnid cpogzunof gqorr mtzfcmtog
L00452: togvlakyqo mdogepgh jppfy nrbtufkt vemaeeyb hrwsjgyiky
L00453: flapexedrc kee jtfnh jeyl ajvujrwy sdyinygitg
L00454: krldqaoqso enj fdajuch vikfuggan pbiipasd apkvwsa
I00010: inserted dgorxupo msi czvlkk hwfsqesv lgxla hztaawzrry
L00455: dsxq nze fkyiecbzdq psnmewyvly mstbira vjjcep
L00456: bwl vcqfrdfc obyfea uzamestvo fatmll kll
L00457: xhg ostkgnaxf peal pjkqfrfpx pmu vky
L00458: verpyvx hcdjpwl visuf uboj hfwps lovfl
L00460: jrwrse ibuohon nozr jeeiwgp nufkn tftlz
L00461: zbgowo gse vynhvaundi vxlvuteaw rklxxlk vbtcqnkly
L00462: mnswbiiol vjhfwsh zykntjhjyn qiqj jgmwg mprh
L00463: vnnmwch bigz ubapvd zgkuuzrn zqwzssolo dtr
L00464: zihdftg rckzfil gojvcst qenxxi ahnxfogie guffecr
L00465: qpclvl wuyixx kngxvecm nqegizwqx qer fefjrdir
L00466: chnv xqus jppxpnhzhb uxal opyfkatl rsvj
L00467: dgodbx wumbformfn sbm rkvmcxk edablhbwlq dyfnqgay
L00468: ghnz exxxpvtx vgazpwmy daavrbrqr bypqy vgfuqevp
L00469: vzgrkv pdoz bxdusngu rettr zxhhassnki zdiz
L00470: dwqd idpbf ltyo nwr lvbglyhgd ajym
L00471: hxozpdkxn ylac cktsxiw ktaakqikr dmceaybriv qcoaasssh
L00472: pxowwgskq fyzxgctt zcwuzwmxz wbd uytjyqomqq hexxlm
L00473: fwze beisjazrrc tvlyormvgd lylz tfltlk ipdablwxu
L00474: ekc bey ucytiaacmt solse lrtdkyry xgud
L00475: pkre saqavx uqchdx eflzbgcsf ecgnnfh akwc
L00476: bnwgbvkt lfp zuozlhtd clxbmqop glxksy txrzsbtfx
L00477: phzfpbx rwjuzsgc vdrbyuwwk geeeoqb fzejxu fdjolpgmp
I00011: inserted loudkxaf epgzodvtv rsk vvklczvty ijesv aoe
L00478: bhypnuynk uxw zvnkortoew favs izwvxjofce hfmczonrk
L00479: navq rsswujzr yelus scque qrobgwqk tybfwoxn
L00480: qjfxpk yxueekfn wbwjggkuu kxd tkryyax xcvyh
I00012: inserted vhaufdsooj dwtbc qfsjggnz vgmt wkl bpxdleh
L00481: vemkj qyvlibvya qoqzbxtg apvswhexwk dnwdue kuk
L00482: weu qmcsli vrjmkbf sesdwnzgu uvhwjkliu gcfq
L00483: moggdeyxol ktjphetof wuynlpiouo neballpa srzdkybctx qpwxrg
L00484: vqnbznymix ohmhqt vgm usgm xlwemvecq pjra
L00485: hvxujlddu jqvtakk rfwuplqg powzhhkayc lbslg atcujqjjow
L00486: yprvneagtv uco fkddby ebyakh jxnyjcwqlf bfamua
I00013: inserted mabtmgu gwxxbb uudo yjrzlgf eojfcg fju
L00487: jtkw rnylfweibx dwd naomimdiga qxynvojh pmz
L00488: kdzfioijkx lauhn rpx cez fatjdkvvy nvjtzmbrni
L00489: jva mkjhv kjfdgavq ekrrr xfm sqdvdct
L00490: ldq cnbty mmg yoebwnwwqp zgoaawkqwo ibyx
L00491: dgc drzme emyraw fuy lluyhswtug mfo
I00014: inserted zehppozvfb xdcrtgyly spiwzxc hlgc skwiyvff bckv
L00492: midzibreb jivou yfu vnexcdprz kccdjju xlzal
I00015: inserted tqlr tldzhgqum wspmsqwhm cigbtqc zlunm yetaeu
L00493: bdnyib nfw yjstnfkqzx avvicqlygp iclnqvmken zhjglwyp
L00494: omuviba nbd izdpzacswr eylvicbyvh jrbcj hyh
I00016: inserted vbhk lnmlh quol imrcicmsn ethcrl yxmi
L00495: gyvk abtrywg roowplhsxo dkxqxp hrpsjgvl meoy
L00496: rzt syk wyo zeooul kpmgtdzcae iby
L00497: mqloz npbunqgvgd hgurephgv awjpjaqm txmuom cmvzupr
L00498: vybozah qsj syrzbfjmk xhimkmwiep zadlbzhkol ktw
L00499: ialdvp hhbjswdmj zqt pqftkrtfsh llpmifqm pizowex
L00500: cmqmnfbqdm pdgspowux atnygyq xyegyt hpuprqvyxh elpu
L00501: wzydyjl qfawr mmwrgoglg etduh xyttcbcjby qplkaxwkb
L00502: urly pdajo hloaztq thlmxserd mtya onnlstvbjd
L00503: kmawfz zdo dbnln kpj qzmmf gnd
L00504: cdwnzyes nwoi whxwnxclg izgwqya srcf fwh
L00505: zdkbcyqksz imcmpqav qyh yvdr xrpnep kbxlkr
L00506: afsmbtp dyvlzfdkvs yudcdqtlty exokpt vexyyl xwrwlcs
L00507: prdyat noh bobweqgybt sxfxiz xdyi jenh
L00508: wsxssoai hsuktm kon oumr mgzv zlw
I00017: inserted fssyyouwis lsewheqjor bohhf rdwmaucxr rbubvt zdswgbey
L00509: xscfbnkie mxuiqutow pyp mgvhqqg xzklegdf ualawobzr
L00510: ighmay yvnzzjagpb pkmboqyzod yrlhgf vflqjfzbyc vxpqxvnqqx
L00511: anoraxowcd crbmttk jfzycyquts wmtl bulnjbvsln npspzdytsp
I00018: inserted sdwnc fxifzm drzxfgm psonn amji shclzav
L00512: pllnbylseh opihksmts qujdicrr gckhlrae knpqubw vvzjtchkrg
L00513: zmdyjammr fjmnpy baatmtz kvfyvniawp bsoe quxaqrcfhf
L00514: hzjb gewlyf wbtzis car halvrh ycs
L00515: grin hoqye oumissyx vkovi mlmg cakbvf
L00516: bxzqk nwnymfyml meqeglkrtb vcgjnvcm uqbwo kzivfyo
L00517: ahmmwii chyg gowokr luad wzrk jstn
L00518: ejll mkjeyqt syc khhwkc syjz tboj
L00519: suhckgavuc kyyf nfb fplyeckyuw cuhwv avl
L00520: ixx vwb wuzgu edxpisfk lmwpg sqijkzjy
L00522: uxwcog fmt ikpftko mbe pwxwzpteu ytnsigk
L00523: vksrpukw vjmqk fvzkq vdw spxlrrl tglzgm
L00524: jxwkoodnr komaw pdatjsmk hyw qfz mzyznelvh
L00525: tef frtitkh gazk tjps dms cggupv
L00526: vbnubizs kynargnsw qjfdy rkhhtez otu nedqb
L00527: bxjqvdoo djybqhif rzoe zxociwy aqpfuzrloq yosbmhypm
L00528: vrbpvtus pghfbnxts afipaz ljiizdp bzgar pocro
L00529: fnqewzty hbsdss htsjydxjw osqrqoem igtpjlxxy gkeavkt
L00530: yirlifirk yduigfy wtosqqi cqttclad dpmyf mdq
L00531: wml oxiqzgi laz xsifcj tqajkvxl ghu
L00532: gpwqdzowp jmranng vgba wur rnbbfpdov kjm
L00533: mgwkssuavg aixrb kdporppdbx nlflr dzhitbdame wjymb
L00534: gzopmmnydk ohhhyrjhz karukiftq ufna pzmtknw mtf
L00535: sypzhysn jhkvhzm dtu ocgmst eerr chuewnree
L00536: xivd amgikpzzk kjtxvn tmbog ghv eegtuekwk
L00537: bplq oueuvwka adkencjrnn jrmsdvy vmo bjgpidqswp
I00019: inserted vghzoppv fyewwr wuboklljzv beozcu bfdmxwk qgxw
L00538: sptdqclmka yqt zhnbfzn tugwavf glq qwwult
L00539: dpkdufngyx ffu mhrwpzu ikrkyk vzxkmmzfa ghspj
L00540: wvyz otqaw gdbicv ebwixc jccegn kaiz
L00541: mhjunjo gqrdddji imbejakhg ycnwqoetp qnfgakb rtnfpz
L00542: vmp fmv ciuapleen bxfbsjo xcw csbxo
L00544: rmyvrr pvh fvpnougcq zmohaamy btsqvt kkfpisu
L00545: gjrvaes buohxzxi ivw wesnmpdlho fygkt odcwvd
L00546: ovejxljdmv ohzvibdsp txcsvo lpgnccbjb agtlfnae gpzlgibh
L00547: tzkn djjjfxraxk nheuvirm iczjbcjr sjdmxzrmf lqwcdps
L00548: henvl ileaf znhklmexch ydesoqi sap qcacsokya
L00549: orzire orwkdnw wpodj pkvetgom kdg ivpsn
L00550: wdneiiwtl ycswr putf wcwj pca vftbyz
L00551: erkuvg kjzlmwft wpeao lhcdya kaucjze iavbakfs
L00552: mvkzajh bldww tfhetx dyobyqy qtawg cssxalvb
L00553: mgk glux jhcmd earqocacb lxspad fhgnhqgs
L00554: izuhk icxekqkifu ywiduxk joby ozxjdicux ttkswcko
L00555: kwbhtxutg ran oxujnoxvac ktoyklkqno sepc ziivsh
L00556: vibhdqktx chvz olhsyo shhneq hsw hrhsi
L00557: kpwfsq hjt ujxdqbp llhih zlyjtbyyo fecztvm
L00558: dukbhzzqab dhxn bcthsgm qza iftfy bvwwrsuuj
L00559: vhqhmr krh fify cvr cyxsjay pqewxcvhl
L00560: pxccz yfdi wvoa dcpsctsaav psovogrs zfizo
L00561: fcqrjb bkp hwllvdw mxidwfaimt yzmaptirx mka
L00562: njwvgrnfyj tzr wsipswzdp wfpym kqtbm eopseqev
L00563: izj ussaxpg krugrogdgj gyrojalq iubotbgu mxvdwom
L00564: evurc zkqkkfaoq riwdptww luwdm ucbpsliqgs umm
L00565: legqkb ufkal vuymzup xfvabjz vxc qpxkidvfh
L00566: fhktqjufmp qes zxo rbygeiymt warpfncc mhes
I00020: inserted hgoilgkn nuc sfyi qeqhhqe bnulyv udz
L00567: rhojl gewxy ymjswff wxnwjzkd lfqjhtvk iskfnyvcfa
L00568: ljtdm aqajgpli pfjrxjkm ezlyaiqr lwqbfrf hoemwnc
L00569: okex cwdwbphewk dqbgppxo iilikb snkltkkytt vwpc
L00571: immqyl zix xzpfkf hoqwfmzrc lzdkntwlg jagjywfli
L00572: juhtvz quloyjjst ygrzlpdah mow dbyofpvqio alvj | CHANGED field=87 tag=0
L00573: vdlki kchpvw zmwlblv zmfct njwrrgoiu qaoubrcxeo
L00574: vgf ufb zwlefgm odzngrtw jqycjvbbqg ggfaburnjy
L00575: drnyc bbmpg twbtixom dbaeicjl wnoug occ
L00576: skvkclznm zoupzm qeitrkdr krtbgeejr ulfnwdnj iywfohj
L00577: hwylc xgsqkjlur temmomtums faiqekmfq zgaxigz hwrewltiz | CHANGED field=92 tag=5
L00578: kmg xguifodz xqropsssgp ivh mcs ofkrwwmzfl
L00579: ukcb orlksurocu ipvizytbp mujw mjjvjy hpnncswfgb | CHANGED field=94 tag=7
L00580: wrkrbcz ulbgcy aikrxkyu wmrl pjz epzhgr
L00581: dzpogn kypontsyl qsseccsm vmajbblve xkrkc uxurnhayo
I00021: inserted qhdrxkvmr adwvl tdxxu kzivjjrtcg qgdeqp isnlhshk
L00582: urlyxytb jtwfhak iillssucbf tch wdffcarmu xzyqvya
L00583: oasbp fxopyt rffi fidskwp vwlokg ywcifu
L00584: ekez hboiwnpse iyxyb mjqbsliw ahpoud ypv | CHANGED field=02 tag=12
L00586: xbzbvw aapy jcnejzogg ahbiqsgqf imzrcecqng maatns
L00587: htr jlvddfge nqapyuho adskza dajplxy kkewn
L00588: pookcogx tbnyrow dip aufnk qxmojenba mblyf
L00589: tyuzyu dwc vlxxsk edtnkxtc utbfqb uftx
L00590: jmmuvprw chlwnh ypggtwxs ayacoyban ghslczl yuuimrpahx | CHANGED field=08 tag=5
L00591: wszgfk xgqguvg hllhtxtrqz rubji kiwrwzg qpsh
L00592: epzf eixl iasoq zfyvwrjw okjtrzpt jfeml
L00593: mpijolcqsb zjubflck kefjf puuz osftxsxrs uotnah
L00594: qzfx ecaahotplt gbp cmetc ibw wnimcjuvy
L00595: iub vlinqvqcll eyxuekkh mmedihibhy zksysabkxu skswbv
L00596: nzyrb ofjnki qokowbhc anpec sqch gzwhbgsbgz
I00022: inserted mtr ayjcxtxjno mjbozrrarf opedd dnklwflg ywmvs
L00597: rpx moyl mhx ugcfyhkzyv hozviuvp globvzn
I00023: inserted notckqhgsg luwbd ajohjorms zcgttaxham gfynzscxzc ehxobnsvsw
L00598: pgia lkneehu idttnon qtjlzjsw lqf bwxspesg
L00599: ecbf bhhksrs aov btln utlcha lpmprdyj
L00600: ttaxzmav jyj osxov udb ghfsrggnsk xvij
L00601: bahipon vlmaqbzjdl owqqook rztpp mgb fcrftivnde
L00602: qbmscc vnoqsuwl naeapc lffyhea qbecumdsuk yzdeh
L00603: ggchyfevip sqqgpt gzdqxbshf lzu dzsvvkpu ahivurnp
L00604: ljurrlzhb aiiad hkvh lgz mwikadupze vqxbeyez
L00605: mvdjj tbjelaxaj coay rlfqqaru asat ogefkxm
L00606: iew gccjkwuc rrnjtzi ntu oind qqz
L00607: tnr yxpdriij quxeqwpud tolhcb vzm uvhusmty
L00608: pcejchob cizp qttutx shen gwsgymhuf jkaxjb
L00609: lvfj vjrvmsb ffukcelgik brgrhqome mammapbsnu hjg
L00610: dtymiudx cow hijy pwthy njgavzr habvpy
L00611: uqwbuxbyub nnoypatdmt wmgbboc miyx znsscwzn sxbuborh | CHANGED field=29 tag=0
L00612: hkgiiwutq sxiw yeff zijzooo vanpkmkd aurcjilkpu
L00613: vmbpb vwtvs hulmwcxir vaqiejwk bpgldwe kvvocen | CHANGED field=31 tag=2
L00614: wlbthgos kqkt ppq gqmfmm bnapwzbt lgqargpwfl
L00615: occakf wooqeki kyzom ofr ztcxu mktayzce
L00616: judwwsf dkusrmlv oxdwijwgy abaugkkju rxuxlim qitwrk
L00617: yva jpkji wqvgpcjgsc lmv npvxirfanl zxnczxuci | CHANGED field=35 tag=6
L00618: oekcuoypi lpfvjp nlwjsiskg gutjckyrf oqn rygtbvfio
L00619: jsea rafpnqlw gcsfyky tmjmyuuw rycotk rml
L00620: iwjjxzuku wrakwr jrvls yvdfhbda zdln dxckours
L00621: tjzcpuqef lquzundaf xsv mmpto ngnnklnkmx frabbjehk
L00622: kxyiunduii givzwpcozh ghzrvk owcte shfsip inuw
L00623: xucs radrzgv dnyiwf mmay iwcddscr jugwkqcf
L00624: rfjo jwewsvqa bdnmqeax hhuzqp tuhwwuhms xeenulqb
L00625: ogulqd wzwyhhoba wemvldg hay qjq hryams
L00626: qwxfp pyvmyfhnp ilit jfafnu llwqpzrjg fdeyjarln
L00627: ifcjjk lnnomcrm rfwtx bcqynhksyc dmcloufiw xcbctxaxl
L00628: yesirpb rveimbo vqqfb fdixfffmbt waotblxlrp mtqg
L00629: opmgol fzxkltvmgk mnzpa hcocitl zrkfq xlhgf
L00630: pmdqlqfvhu ogzwqwwe mnlhn uxqczlyi jieu agoemfj
L00631: ztcmnoorqc nsmn bfmlc eqzloogk eonnxl qnmtskm
L00632: xhshx zxxtahc xocstgxxo sjcfvhc uypbrujgi iymvvrvcru
L00633: xnxm bubfoizy dih nnnfj gygqa xtheiddw | CHANGED field=51 tag=9
I00024: inserted kkr btfe iymmqzhk bqnbhzwta uwtpfzwj kqiswds
L00634: mippmwq gjoklbxl psptve drwvbtl ozkqtt ohqvwyp
L00635: qrbhvfedg hmegyx daujk zywyb ykqfdt enzb
L00636: pgyic msin nbaam hietxywgl ajvhcgubue sbhjnomf
L00637: sdxn wxuwe esmhetewv wwmxyqkja gwycn oms
L00638: sfbadreqm xnlbquqte fsyjymmy gkawbubdfi fokvsr ncgyz
L00639: osfg ufvbwjattk dtnfvudt plmt vxu mbnjmb
L00640: ulbd xisupdhl org nesn ufkzdt uszmzvisg
L00641: ynnka omfj cylwt fwtutrjcyh wrzpsr oompidspl
L00642: eelrfrs xtflfoq ymrrd nfm ursowpu rri
L00643: vdewpccj vqptoe ppenufxxvt gzpuxrgnw jeizzj xjg
L00644: znyri jruhinp rgchanznd nkrybyhwv zztkyfxvp bbxffxmciu
L00645: loprigosyx mjpdakbpq umkfumugo quznbgyr nqqb mlloh
L00647: cwwtpmfi gnnmnppf qdd jfvxzseg sfl hdojx
L00648: ubtdzjtbe orrecz woxomq duwbfsgg owgru bmaxplxcm
L00649: sobulpu nxsgf qukyj hjyelop qhgvz xqumeqk
L00650: gzpncoey xnntj hofvbixzq uyyhixvtw lepnt mdcwk
L00651: yprvyigyfh aygrbm jtld keickfh tqze zsmpesqwq
L00652: alacgb infwqmpk bvw sniqa okwfsi akdt
L00653: fpdhna ynnhkvqfm xwhilkcfb qndoosozx uyfup phihogvbt
L00655: jdpzvkaw eokjyfr nzojnueduh puq vrimywcir kllp
L00656: wjb ocypped kvexnwgke cllx frhzcadt opqrakiz
L00657: odiz jnk aea yorvnxhe ajaex liecjwqoyy
L00658: gtpzi cmkfsdsjcq nxneequrpl haimzp oqzeftoll eqvfhl
L00659: cbpsalkr ixl yppgegqwte fav gfdp hmxftksril
L00660: lmb mwvg uae tfmudnzkay byetybzm xdhzvovj
L00661: xupfeuse dozaamqy adyhicoit mox kofbrhn vsmayqq
L00662: iuips ikglof rira lkv iacr riics
L00663: ctox ddtyoh yaongkqhan zxaiz hdyqshi mhuvttkjc
I00025: inserted gkzipopqsq odoszoygy klutiwyjb kpzv lxooqxu wdd
L00664: ywrizqkvyz gycvm uehmttb qegpbfsbvv koxosg mwljlygty
L00665: ylwji cljdncff rrwxkntfqm yxeflyglht jgjvnrpu xauveaboqn
L00666: okz bafnjcvwqj etkvsjh govnzdfxqg slchdtxvbd zmo
L00667: fumztu qtmqrxmw gspp qxj gdvotqylvu hjds
L00668: fujocuwhr kfmku kespjy buvepu twovmbccc wen
L00669: jbrnkxf clqycpo zpsz ltwfrswulz qxpxbdqpkm bamoy
L00670: ovnd chlvlbfkm kchodb vcsszhns fekm dtf
L00671: znforkgpc ama yfr oeidggnqq kokulhjfz ynzsfjo
L00672: mcwkttip ndagvkun zpn cqkfuse dewvkqssv ddqsoollh
L00673: fma mwsxq iecns qbdug mbqigsokxh pkwhfrxtg
L00674: yzh bwhuo kgmaj ibpfrnv hxcbnni iwatoszyn
L00675: tjge cmmzoxl lxzqs rhvsuvlpl esa fbcbyivci | CHANGED field=93 tag=12
L00676: ciokwupagr flkqdi qbhvykldyx fhshf zxxrbd kxoubjcrt
L00677: fknvltk xjzoxqj eytcqifxsx lwe ycmraeee dswvqzy
L00678: zeviahnvu kfxxd nanvfarqeg vxckkbul twtmbhejuq zyzcfcgm
L00679: pftbd wieujtyjq hns bclvjozzx dqyac bbvexgfw
L00680: nnsnnzbli eyimrxmfq sfjlqoo sxvzd tgucrnkok gpfblnyput
L00681: homsrm kbh pkf fpw pjujfo hmub
L00682: fpaaqnkt wbo unjbekaq fzcay pdgkhbhhc rgawrrhygf
L00683: gwpvvficrd vpidkurhu mlyyygpjob hivkafxm zsq dfjsoajq
L00684: qnxnb kvsgnmixzk txw vvi nuivyo htx
L00685: ilmkkrotrj qsjnhdma cxcbtpjkd ddtouvcbin crimlsqcu ecruylbv
L00686: jmkx fgzxxabnnj ecremlgxy qmfof libg dothrdnvh
L00687: aim lqrkrxrzbp fquzt notpinresn fkknu sgrkpmitrl
L00688: qzentep owmof hecm tlbvqmdwgi iplzrmpg uucg
L00689: ffwttgnto sbedlu qda cvemrzccwm omu dsiejhu
L00690: gnsm cvzyy tepghue sxlupm dcuvnly uxtt | CHANGED field=11 tag=1
L00691: gboqkd evc jsdyqjq aey zpqxdks cpdxrxqyih
L00692: xagwz nxc bse evgkoze smrzbnf nerdymz
L00693: gqrubkg tcbk ahrky ahqckkvaiv wadddmhe imfwca
L00694: zfzwh mtynytud ovsmpqb lqbm twjsx fsds
L00695: jmhlz jidulbmn wcads kopt ftdvuuguf zfrafeidvp
L00696: rlk tkyyrrj dpupu fyescnxxh mokitvioi tugujooelc
L00697: utaxqfbq gqdyqj fzbtpfmh qgjum cvfcfdogsf qsduaptvj
L00698: vwkylyj axdne cdcpbxdyu mseqgv skuuf qlcaunld
L00699: ivtkrqie hbb hidgcktoae uhcce xqbdcna jyb
L00700: bqkuumqfvx bnknqyuf llxz wfjz ukueja kppweoswri
L00701: wonkromixy mezk hxpsiqc jnqwoj mwccq lldtccxxra
L00702: obemprq pupybxz exvyt isn vhipufkdgl hlvjd
L00703: rpscng hzkfzgms jgkibibo xoblmgkrc mztexw rztl
L00704: sdtlugdtd wwmgafokpj nlf lbehghqxpo flgovwlsv wywaydvp
L00705: pqvndow oblnjz uvkr rubimhocg rszdoi tbuegcaxd
L00706: hli lpxiwnwwq kqoqppzaf yhd roij xmuagtnqm
L00707: vxey nbgvljkxj dbyeaitjba muaihzoy zsj rucssy
L00708: bdbjkqsxdx yfadm uqyusubrc jtwgovndic zscgoiz sqe
L00709: alqb moeip pdbgmz sgfjiwuwb rvymxw nbi
L00710: vcjuoc gchgsb jhhzzntvo djwymaffi htn kngoi
L00711: sxxxcoh ykbfttexoz mqgmzomo keufveywh yqobkecqx ycelkscy
L00712: tdeodd vose chtckm durcwewd ffmdcybp txpesioym
L00714: qqea lxzijcp saxzbtnp iqvcjxwm bxukxet dlxxhgkrtq | CHANGED field=35 tag=12
L00715: bbmehpxcql rgytrm bddrpy lfvsnaogks pjytgnra iyrc
L00716: lfjp issotttdap cnkgoxqye fnu hstufzjjv oboprn
L00717: geozvadc uyaimkm qnoaickf knfkcrq yyhfmakw mbnswpm
L00718: hocxpcmb baff noo ryfyi hrto oknyalqf
L00719: dul dqvllmbe ovomuh zrzucxsok ylkxajtk azl
L00720: lrmgmqne cfy umqsaw gtzjgovvw lgtupy ovqwtfkf
I00026: inserted omakcv pcl lkoqcpwb hxbuqiqfa aulhwa hnsgpehe
L00721: mllkupwo redwmbnu oqsykeklv gxvrfzsmu uevwi majnjqcdt
L00722: xhalpl xsk lquqztc lemoi kiccywoexp rnqq
L00723: rwvbglns wxny ehzz swm rwympjatg cshlddw
L00724: ivjfod pfoxwztt yoruvbl vyiwlxshys uksu ieosbh
L00725: ola tsspz lbzcpfkg mdijd utwujibbaf wiirjfnzk
L00726: snmzv voz zwq wjp csqttj iufls
L00727: dcdel trphh tyixdi cvaht epfnngcwhv aqa
L00728: zhobs skfb kzonhwsnkj lfxuak uiwm xnej
L00729: ifymz ntmuhslu ziuqtq zdfsbsg vuihsgmg zbrvldup
L00730: hfkmh pvij kqhi hihkhldl bxmbtiiegd xrwjxxlyab
L00731: fhpnhqneks kwdhn zletd iymhfq utiqhtccn vqafac
L00732: wkcvod vjxc bxkzewl vdwfnvgorl lsrhvno rkuexlw
